case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-BH-A0HX,what is the grade of lobular carcinoma in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-BH-A0HX,what findings are mentioned in the breast?,"[""skin involvement and paget's disease"", ""columnar cell change and sclerosing adenosis"", ""fibroglandular changes and associated microcalcifications"", ""focal atypical ductal hyperplasia and atypical lobular hyperplasia""]",morphology_only,none,[],[],0.0,"The question asks for a list of specific findings mentioned in the breast, which corresponds to a general 'additional finding' or 'diagnosis' task not covered by the specific catalog prototypes (which focus on binary presence/absence of specific entities like DCIS, LCIS, or microcalcifications rather than a composite list of diverse histologic features).",True
TCGA-A8-A08Z,what is the diameter of the tumor?,"[""2.0 cm"", ""10.0 cm"", ""5.0 cm"", ""3.5 cm""]",nonvisual,none,[],[],0.0,Tumor diameter is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-A8-A08Z,what is the classification of the tumor?,"[""nos, g ii, pt4bn3al1voro"", ""nos, g i, pt2n0m0"", ""nos, g iii, pt3an1m0"", ""nos, g iv, pt4an2m0""]",phenotype_direct,direct,"[""P001"", ""P006""]","[""histological_type_label"", ""histologic_grade_label""]",0.95,"The question asks for the tumor classification, which corresponds to the histological type (P001) and grade (P006) visible in the WSI, matching the 'nos, g [I-IV]' format in the choices.",True
TCGA-A8-A08Z,what is the status of the dorsal resection margin?,"[""tumor-free"", ""invaded by tumor"", ""unidentified"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks for the status of a specific surgical resection margin, which is a clinical/pathology report finding dependent on macroscopic examination and microscopic review of the margin itself, not a feature derivable from the WSI of the tumor core or covered by the provided morphology/molecular prototypes.",False
TCGA-A8-A08Z,what is the level of angioinvasion in the tumor?,"[""focal"", ""extensive"", ""no angioinvasion"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks for the 'level' of angioinvasion (focal vs extensive), which is a quantitative assessment of extent not captured by the available binary or categorical prototypes (e.g., P007 only indicates presence/absence of lymphovascular invasion), and requires specific report documentation or measurement beyond standard WSI phenotype prediction.",False
TCGA-D8-A1JL,what is the final diagnosis of the patient's breast condition?,"[""mastopathy fibrosa et cystica and hyperplasia ductalis simplex."", ""sinus histiocytosis lymphonodorum and mastopathy fibrosa et cystica."", ""invasive ductal carcinoma of the right breast."", ""adenocarcinoma of the left breast.""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the final diagnosis, which corresponds directly to the histological type label (P001) covering carcinoma types like invasive ductal carcinoma, while other choices represent benign conditions not covered by this specific cancer-focused prototype.",True
TCGA-D8-A1JL,what was the size of the tumor found in the patient's breast?,"[""2.1 x 2.2 x 0.8 cm."", ""not mentioned in the slide."", ""3.5 x 3.5 x 1.2 cm."", ""1.5 x 1.5 x 0.5 cm.""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI morphology prototypes.,False
TCGA-D8-A1JL,which hormone receptors were found to be absent in the neoplastic cell nuclei?,"[""estrogen receptors."", ""progesterone receptors."", ""both estrogen and progesterone receptors."", ""both estrogen and her2 receptors.""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the specific findings of a hormone receptor assay (ER/PR absence) in neoplastic nuclei, which constitutes a measured clinical fact or report result rather than a WSI-derived morphological prediction or general phenotype.",False
TCGA-D8-A1JL,what is the type of breast cancer indicated by the examination?,"[""invasive lobular carcinoma."", ""ductal carcinoma in situ."", ""invasive ductal carcinoma."", ""metastatic carcinoma.""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) that classifies carcinomas into ductal, lobular, and other subtypes.",True
TCGA-D8-A1JL,what type of lesion was found in the glandular tissue surrounding the tumor?,"[""fibroadenoma."", ""mastitis."", ""mastopathy fibrosa et cystica."", ""ductal hyperplasia.""]",morphology_only,none,[],[],0.0,"The question asks for the histologic nature of the 'glandular tissue surrounding the tumor' (e.g., fibroadenoma, mastitis, hyperplasia), which represents benign or non-neoplastic background changes. The provided catalog prototypes (P001-P017) exclusively cover the primary tumor's histologic type, grade, molecular status, and specific invasive/in-situ features, lacking any prototypes for benign breast lesions or surrounding tissue pathology.",True
TCGA-B6-A0RO,what was the size of the mass in the medial portion of the specimen?,"[""1.5 cm"", ""2.5 cm"", ""3.5 cm"", ""4.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the mass, which is a clinical measurement or report fact not derivable from histological morphology or WSI-derived phenotype prototypes.",False
TCGA-B6-A0RO,what is the histological type of the carcinoma?,"[""adenocarcinoma"", ""infiltrating ductal carcinoma"", ""intraductal carcinoma"", ""squamous cell carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the histological type of the carcinoma, which is directly covered by prototype P001 (histological_type_label) that provides multiclass labels for various carcinoma types.",True
TCGA-B6-A0RO,what percentage of the carcinoma is comprised of intraductal carcinoma?,"[""less than 5%"", ""between 10-20%"", ""around 50%"", ""more than 90%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of intraductal carcinoma within the total carcinoma, which requires precise measurement or report documentation not available via WSI-derived phenotype prototypes or direct H&E visual estimation.",False
TCGA-B6-A0RO,was there any tumor seen in the deep surgical margin?,"[""yes"", ""no""]",nonvisual,none,[],[],0.0,"The question asks for the status of the 'deep surgical margin', which is a macroscopic/pathology report finding regarding specimen boundaries and is not a histologic phenotype visible on the WSI image itself.",False
TCGA-B6-A0RO,what non-neoplastic changes were observed in the breast tissue?,"[""fibrosis"", ""hyperplasia"", ""apocrine metaplasia"", ""adenosis""]",morphology_only,none,[],[],0.0,"The question asks for non-neoplastic changes (fibrosis, hyperplasia, apocrine metaplasia, adenosis), which are benign histologic features not covered by the provided catalog prototypes focused on carcinoma types, grade, and molecular status.",True
TCGA-GM-A2D9,what is the size of the tumor?,"[""2.8 x 2.8 x 2.0 cm"", ""1.2 x 1.0 x 0.8 cm"", ""1.6 x 1.6 x 1.2 cm"", ""3.5 x 3.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from WSI morphology prototypes.,False
TCGA-GM-A2D9,what is the nuclear grade of the invasive ductal carcinoma?,"[""modified black's nuclear grade 2"", ""modified black's nuclear grade 1"", ""modified black's nuclear grade 3"", ""modified black's nuclear grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the nuclear grade of invasive ductal carcinoma, which is directly covered by the histologic_grade_label prototype (P006) that provides multiclass grade predictions.",True
TCGA-GM-A2D9,what percentage of the total tumor comprises focal intraductal carcinoma?,"[""less than 5%"", ""20%"", ""50%"", ""more than 5%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of tumor composition ('focal intraductal carcinoma'), which requires precise measurement or report documentation not available via WSI-derived phenotype prototypes or direct H&E visual estimation.",False
TCGA-GM-A2D9,are there any lymphatic/vascular invasions found in the slide?,"[""yes"", ""no"", ""not mentioned"", ""insufficient information""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,Prototype P007 directly corresponds to the lymphovascular invasion label requested in the question.,True
TCGA-GM-A2D9,what is the ki-67 proliferation index of the invasive carcinoma?,"[""5%"", ""10%"", ""15%"", ""20%""]",nonvisual,none,[],[],0.0,"The Ki-67 proliferation index is a specific quantitative immunohistochemical assay result that cannot be derived from H&E morphology or WSI-derived phenotype prototypes, which are limited to visual features and binary/multiclass predictions.",False
TCGA-A2-A0T6,what type of procedure did the patient have?,"[""bilateral simple mastectomy with sentinel node biopsy."", ""bilateral reconstruction surgery."", ""lumpectomy with radiation therapy."", ""none of the above.""]",nonvisual,none,[],[],0.0,"The question asks for the specific surgical procedure performed (e.g., mastectomy, lumpectomy), which is a clinical treatment fact documented in the patient's report or history, not a histologic feature visible on H&E or derivable from the provided WSI phenotype prototypes.",False
TCGA-A2-A0T6,in which breast did the slide find a benign sentinel node?,"[""right"", ""left"", ""both"", ""neither""]",nonvisual,none,[],[],0.0,"The question asks for the laterality (right/left/both/neither) of a benign sentinel node, which is a clinical/metadata attribute regarding specimen origin and not a histologic feature visible on H&E or derivable from the provided morphology/molecular prototypes.",False
TCGA-A2-A0T6,what size was the benign sentinel node?,"[""7.0 cm"", ""2.5 x 1.0 x 1.0 cm"", ""irregular fibrous nodule"", ""smaller palpable nodules""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of a sentinel node, which is a clinical measurement documented in the pathology report or surgical record, not a feature visible on H&E slides or derivable from the provided WSI phenotype prototypes.",False
TCGA-A2-A0T6,what was found in the breast?,"[""benign sentinel node"", ""invasive breast cancer"", ""both a and b"", ""neither a nor b""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the finding in the breast, and the choices explicitly list specific histological diagnoses (benign sentinel node, invasive breast cancer) which map directly to the 'histological_type_label' prototype (P001).",True
TCGA-A2-A0T6,what was the size of the irregular fibrous nodule found in the slide?,"[""7.0 cm"", ""2.5 x 1.0 x 1.0 cm"", ""benign sentinel node"", ""smaller palpable nodules""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of a nodule, which is a clinical measurement documented in the pathology report or gross description, not a feature visible or predictable from the histological slide (WSI) morphology.",False
TCGA-A2-A0T6,what does the slide suggest about the presence of breast cancer?,"[""there is no presence of breast cancer."", ""there is only the presence of breast cancer in the left breast."", ""there is only the presence of breast cancer in the right breast."", ""there is the presence of invasive breast cancer in both breasts.""]",phenotype_direct,direct,"[""P001"", ""P004"", ""P005""]","[""histological_type_label"", ""dcis_binary"", ""lcis_binary""]",0.95,"The question asks for the presence of breast cancer, which is directly addressed by the histological type label (P001) and the specific binary indicators for in-situ components like DCIS (P004) and LCIS (P005).",True
TCGA-AQ-A7U7,what is the classification of the tumor?,"[""invasive lobular carcinoma"", ""ductal carcinoma"", ""fibroadenoma"", ""adenoid cystic carcinoma'""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the histological classification of the tumor, which directly maps to the 'histological_type_label' field covered by prototype P001.",True
TCGA-AQ-A7U7,what is the histologic grade of the tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4'""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-AQ-A7U7,what is the size of the tumor?,"[""2.1 cm"", ""3.1 cm"", ""4.1 cm"", ""5.1 cm'""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-AQ-A7U7,is lymphovascular invasion present?,"[""yes"", ""no"", ""not mentioned"", ""unclear'""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"Prototype P007 directly covers the lymphovascular invasion label, matching the question's target exactly.",True
TCGA-AQ-A7U7,what additional condition is present along with invasive lobular carcinoma?,"[""ductal carcinoma in situ"", ""inflammatory breast cancer"", ""paget's disease of the nipple"", ""lobular carcinoma in situ'""]",phenotype_direct,direct,"[""P001"", ""P004"", ""P005""]","[""histological_type_label"", ""dcis_binary"", ""lcis_binary""]",0.95,"The question asks for an additional condition alongside invasive lobular carcinoma, with choices representing specific histologic types (DCIS, LCIS, etc.) that are directly covered by the histological type label (P001) and the binary presence flags for DCIS (P004) and LCIS (P005).",True
TCGA-AQ-A7U7,what is the stage of breast cancer for the patient?,"[""stage i a"", ""stage i b"", ""stage iia"", ""stage iib'""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question explicitly asks for the AJCC pathologic stage, which is directly covered by prototype P016 (ajcc_pathologic_stage).",False
TCGA-AN-A0XS,what type of cancer does the patient have?,"[""melanoma"", ""leukemia"", ""breast cancer"", ""lung cancer""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological type of cancer, which is directly covered by prototype P001 (histological_type_label) containing labels for various breast carcinoma subtypes.",True
TCGA-AN-A0XS,what is the grade of the tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the tumor grade, which is directly covered by prototype P006 (histologic_grade_label) providing a multiclass prediction of grade 1, 2, or 3.",True
TCGA-AN-A0XS,what is the stage of the tumor?,"[""t1n0m0"", ""t2n1m0"", ""t3n1m1"", ""t4n2m1""]",nonvisual,none,[],[],0.0,"The question asks for the TNM stage (T1N0M0, etc.), which is a clinical staging classification based on tumor size, lymph node involvement, and metastasis. This cannot be determined from H&E morphology or WSI-derived phenotype prototypes alone, as it requires clinical data (size, nodal status, distant mets) not present in the visual evidence.",False
TCGA-AN-A0XS,has any treatment been administered yet?,"[""yes"", ""no""]",nonvisual,none,[],[],0.0,"The question asks about clinical treatment history, which is a report-dependent fact or metadata not visible on H&E slides or derivable from the provided WSI-derived phenotype prototypes.",False
TCGA-AN-A0XS,what type of carcinoma is the tumor?,"[""infiltrative ductal carcinoma"", ""squamous cell carcinoma"", ""adenocarcinoma"", ""neuroendocrine carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that includes options like infiltrating ductal carcinoma.",True
TCGA-AN-A0XS,what was obtained in addition to the tumor sample?,"[""abnormal blood sample"", ""normal blood sample"", ""bone marrow sample"", ""lymph node sample""]",nonvisual,none,[],[],0.0,"The question asks for clinical specimen types (blood, bone marrow, lymph node) obtained alongside the tumor, which is metadata or procedural information not visible on H&E slides or covered by the provided histological/molecular phenotype prototypes.",False
TCGA-E9-A2JS,what type of tumor was identified in the breast specimen?,"[""lobular carcinoma"", ""invasive ductal carcinoma"", ""fibroadenoma"", ""benign cyst""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the histological type of the tumor, which is directly covered by prototype P001 (histological_type_label) that classifies ductal, lobular, and other carcinoma types.",True
TCGA-E9-A2JS,what is the size of the tumor in the breast?,"[""2.4x0x2.8cm"", ""1.5x1.5cm"", ""3.2x2.6cm"", ""0.9x0.9cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement obtained from the pathology report or gross examination, not a feature visible or predictable from H&E histology or WSI-derived phenotype prototypes.",False
TCGA-E9-A2JS,what is the histologic score for the tumor?,"[""nottingham histologic score is not determined"", ""low histologic score"", ""high histologic score"", ""moderate histologic score""]",phenotype_direct,direct,"[""P011""]","[""nottingham_total_score""]",1.0,"The question explicitly asks for the 'histologic score', which corresponds directly to the Nottingham total score (P011) available in the catalog, matching the low/intermediate/high options provided in the choices.",True
TCGA-E9-A2JS,was there any evidence of neo-adjuvant treatment?,"[""no evidence of neo-adjuvant treatment"", ""evidence of neo-adjuvant treatment"", ""uncertain"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks for evidence of neo-adjuvant treatment, which is a clinical history or treatment record fact not visible on H&E slides or derivable from morphology/molecular phenotype prototypes.",False
TCGA-BH-A0DK,what is the grade of the invasive ductal carcinoma in the patient's breast tissue?,"[""nottingham grade 2"", ""nottingham grade 1"", ""nottingham grade 3"", ""nottingham grade 0""]",phenotype_direct,direct,"[""P006"", ""P011"", ""P012""]","[""histologic_grade_label"", ""nottingham_total_score"", ""mitotic_score""]",0.95,"The question asks for the Nottingham grade, which is directly covered by the histologic_grade_label (P006), nottingham_total_score (P011), and mitotic_score (P012) prototypes that assess tumor differentiation and proliferation.",True
TCGA-BH-A0DK,what is the size of the invasive tumor in the patient's breast tissue?,"[""1.5 cm"", ""3 cm"", ""2.5 cm"", ""4 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement obtained from the pathology report or gross examination, not a feature visible or predictable from the WSI histological image.",False
TCGA-BH-A0DK,what type of changes are observed in the patient's breast tissue?,"[""fibrocystic changes only"", ""invasive ductal carcinoma only"", ""fibrocystic changes and invasive ductal carcinoma"", ""no changes observed""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the type of changes (histological diagnosis) observed, which directly maps to the 'histological_type_label' prototype covering carcinoma types and benign changes.",True
TCGA-BH-A0DK,is there evidence of lymphovascular invasion in the patient's breast tissue?,"[""yes"", ""no"", ""unknown"", ""not mentioned""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,Prototype P007 directly corresponds to the lymphovascular invasion label requested in the question.,True
TCGA-C8-A8HR,what is the patient's age?,"[""46"", ""37"", ""52"", ""64""]",nonvisual,none,[],[],0.0,Patient age is a clinical metadata field not derivable from histological morphology or WSI-derived phenotype predictions.,False
TCGA-C8-A8HR,what type of consent did the patient provide?,"[""informed consent"", ""implied consent"", ""verbal consent"", ""written consent""]",nonvisual,none,[],[],0.0,"The question asks for administrative/legal details regarding patient consent, which is metadata or report content not visible on H&E slides or derivable from pathology prototypes.",False
TCGA-C8-A8HR,what is the staging of the tumor?,"[""pt2 n2 mo stage a"", ""pt1 n0 mo stage b"", ""pt3 n1 mo stage b"", ""pt2 n2 mo stage b""]",nonvisual,none,[],[],0.0,"Tumor staging (TNM components like T size, N nodes, M distant metastasis) is a clinical determination based on imaging, surgery, and pathology reports, not a feature directly visible or predictable from H&E morphology alone.",False
TCGA-C8-A8HR,what does the pathological description indicate about the tumor?,"[""presence of a primary tumor with an extension"", ""presence of multiple tumors"", ""presence of a benign tumor"", ""absence of any tumor""]",morphology_only,none,[],[],0.0,"The question asks for an interpretation of the pathological description regarding tumor extent (primary vs extension vs multiple), which describes architectural growth patterns and spatial relationships visible on H&E but are not covered by the specific catalog prototypes provided (which focus on histologic type labels, receptor status, or specific binary features like necrosis or invasion).",True
TCGA-C8-A8HR,who signed the slide?,"[""director of research pathology"", ""patient's primary care physician"", ""surgeon"", ""patient""]",nonvisual,none,[],[],0.0,"The question asks for administrative metadata (who signed the slide), which is a report-dependent fact not derivable from histological morphology or WSI visual analysis.",False
TCGA-E9-A22H,what was the size of the tumor in the patient's breast?,"[""2.7 x 2.7 x 2.5 cm"", ""3.0 x 3.0 x 3.0 cm"", ""2.0 x 2.0 x 2.0 cm"", ""2.5 x 2.5 x 2.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic clinical measurement obtained from the pathology report or imaging, not a feature visible or predictable from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-E9-A22H,what type of breast cancer was identified in the patient?,"[""infiltrating ductal carcinoma"", ""lobular carcinoma"", ""medullary carcinoma"", ""ductal carcinoma in situ""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) that lists all relevant carcinoma subtypes found in the choices.",True
TCGA-E9-A22H,was the nottingham histologic score determined for the patient?,"[""no"", ""yes"", ""not mentioned"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question asks whether a specific clinical calculation (Nottingham Histologic Score) was determined in the patient's report or record, which is a metadata/clinical fact rather than a visual feature derivable from WSI morphology prototypes.",False
TCGA-E9-A22H,did the patient receive neo-adjuvant treatment?,"[""no"", ""yes"", ""not mentioned"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question asks about the patient's treatment history (neo-adjuvant therapy), which is a clinical fact found in the medical record or report, not a feature visible on H&E slides or derivable from the provided WSI-derived morphology/molecular prototypes.",False
TCGA-E9-A22H,were there any additional pathologic findings slideed apart from breast cancer?,"[""no"", ""yes"", ""not mentioned"", ""insufficient information""]",morphology_only,none,[],[],0.0,"The question asks for 'additional pathologic findings' beyond the primary cancer diagnosis, which requires identifying specific histologic features (e.g., necrosis, inflammation, benign changes) visible on H&E that are not covered by the provided single-label or binary prototypes for the main cancer type.",True
TCGA-LL-A7T0,what was the size of the largest invasive carcinoma?,"[""2 cm"", ""2.8 cm"", ""3 cm"", ""2.2 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement found in the pathology report or surgical record, not a feature visible or predictable from the WSI histology images.",False
TCGA-LL-A7T0,what was the depth of the closest margin for the invasive carcinoma?,"[""1 mm deep"", ""2 mm deep"", ""3 mm deep"", ""4 mm deep""]",nonvisual,none,[],[],0.0,"The question asks for a specific macroscopic measurement (margin depth in mm), which is a clinical report fact or measured assay result, not a feature visible or predictable from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-LL-A7T0,what was the tumor grade based on the nottingham histologic score?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006"", ""P011"", ""P012""]","[""histologic_grade_label"", ""nottingham_total_score"", ""mitotic_score""]",0.95,"The question asks for the tumor grade based on the Nottingham score, which is directly covered by the histologic grade label (P006), the total Nottingham score (P011), and the mitotic score component (P012) of the Nottingham system.",True
TCGA-LL-A7T0,what were the results of the estrogen receptor and progesterone receptor tests?,"[""negative"", ""positive"", ""unclear"", ""not tested""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the results of specific clinical assays (ER and PR tests), which are measured laboratory facts, not WSI-derived morphological predictions or H&E visible features.",False
TCGA-LL-A7T0,what were the results of the her2 test?,"[""negative"", ""positive"", ""unclear"", ""not tested""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the results of a specific clinical assay (HER2 test), which requires measured laboratory data (IHC or FISH) rather than WSI-derived morphological predictions or H&E visual findings.",False
TCGA-C8-A135,what additional markers are mentioned in the slide?,"[""ca-125"", ""afp"", ""er, pr, and her-2/neu"", ""cea""]",nonvisual,none,[],[],0.0,"The question asks for specific markers 'mentioned' in the slide, which refers to text annotations or report findings rather than visual histological features or WSI-derived phenotype predictions.",False
TCGA-C8-A135,what does the slide describe about the microscopic appearance of the tumor?,"[""the tumor size"", ""the tumor's shape"", ""the tumor's cellular differentiation"", ""the tumor's location""]",phenotype_direct,direct,"[""P001"", ""P006"", ""P011"", ""P012""]","[""histological_type_label"", ""histologic_grade_label"", ""nottingham_total_score"", ""mitotic_score""]",0.95,"The question asks for the microscopic appearance regarding cellular differentiation, which directly maps to histological type (P001), grade (P006), Nottingham score (P011), and mitotic score (P012) available in the catalog.",True
TCGA-C8-A135,what does the slide include information on?,"[""the patient's age"", ""the patient's gender"", ""the primary tumor, lymph nodes, and pathological staging"", ""the patient's symptom description""]",nonvisual,none,[],[],0.0,"The question asks for clinical metadata (age, gender, symptoms) and staging synthesis (primary tumor, nodes, stage) which are report-dependent facts or clinical history, not features directly visible or predicted from the H&E slide morphology.",False
TCGA-C8-A135,what are some features observed in the tumor?,"[""telangiectasis"", ""nuclear atypia"", ""adenocarcinoma"", ""inflammation""]",morphology_only,none,[],[],0.0,"The question asks for general features observed in the tumor (telangiectasis, nuclear atypia, inflammation), which are specific histologic findings visible on H&E but are not covered by the provided catalog prototypes that focus on specific labels like histologic type, grade, or receptor status.",True
TCGA-C8-A135,what are the comments or notes from the pathologist in the slide?,"[""no remarks were made"", ""the tumor is highly malignant"", ""recommendation for surgery"", ""the need for further tests""]",nonvisual,none,[],[],0.0,"The question asks for specific text comments or notes from the pathologist in a report, which is a metadata or report-dependent fact not visible on the WSI image or covered by the provided morphology/molecular prototypes.",False
TCGA-C8-A135,what is the histological diagnosis based on?,"[""radiographic imaging"", ""physical examination"", ""microscopic examination"", ""genetic testing""]",nonvisual,none,[],[],0.0,"The question asks for the basis of the diagnosis (a procedural or methodological fact), not a specific histological feature visible on the slide, and the available prototypes only cover WSI-derived predictions of features, not the diagnostic methodology itself.",False
TCGA-A8-A08L,what type of breast cancer does the patient have?,"[""ductal carcinoma in situ"", ""lobular carcinoma in situ"", ""invasive ductal carcinoma"", ""invasive lobular carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) that includes all four options (DCIS, LCIS, invasive ductal, invasive lobular).",True
TCGA-A8-A08L,what is the size of the tumor?,"[""2 cm"", ""4 cm"", ""6 cm"", ""8 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-A8-A08L,how far has the tumor invaded?,"[""lymph vessels only"", ""up to the base of the nipple"", ""pectoral muscle only"", ""lymph vessels, up to the base of the nipple, and pectoral muscle""]",nonvisual,none,[],[],0.0,"The question asks for the specific extent of tumor invasion (e.g., distance to pectoral muscle, nipple, or lymph vessels), which is a macroscopic clinical measurement or report-dependent finding not visible or predictable from H&E morphology or WSI prototypes.",False
TCGA-A8-A08L,what is the tumor grade?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for tumor grade, which is directly covered by prototype P006 (histologic_grade_label) providing a multiclass label for grade 1, 2, or 3.",True
TCGA-A8-A08L,what is the cancer stage?,"[""stage i"", ""stage ii"", ""stage iii a"", ""stage iii b""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question explicitly asks for the cancer stage, which corresponds directly to the 'ajcc_pathologic_stage' field in prototype P016.",False
TCGA-AO-A0J9,"what is the size of the labeled ""right breast"" specimen received?","[""30.5 x 8 cm"", ""3.2 x 2.2 x 1 cm"", ""5 x 3 cm"", ""6.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the specimen, which is a clinical metadata fact found in the pathology report and cannot be determined from WSI-derived morphological prototypes or H&E visual inspection.",False
TCGA-AO-A0J9,what is the measurement of the biopsy cavity?,"[""4 x 4 cm"", ""3.2 x 2.2 x 1 cm"", ""5 x 3 cm"", ""6.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the specific macroscopic measurement of the biopsy cavity, which is a clinical report fact or physical measurement not derivable from histological morphology or WSI predictions.",False
TCGA-AO-A0J9,which sections are included in the pathological slide?,"[""nipple, nipple base, and skin defect"", ""nipple base, skin defect, and upper inner quadrant"", ""deep margin, lesion under the skin defect, and upper outer quadrant"", ""posterior fibrotic area, deep margin, and intramammary lymph nodes""]",nonvisual,none,[],[],0.0,"The question asks for the specific anatomical sections included in the slide (e.g., nipple, margin, quadrant), which is a macroscopic specimen preparation or metadata fact not visible on the H&E image or covered by the provided morphology/molecular prototypes.",False
TCGA-AO-A0J9,what does the pathology slide confirm the presence of in the breast?,"[""benign breast parenchymal changes"", ""invasive lobular carcinoma"", ""vascular invasion"", ""her2 testing""]",phenotype_direct,partial,"[""P001"", ""P007""]","[""histological_type_label"", ""lymphovascular_invasion_label""]",0.85,"The question asks for the presence of findings confirmed by the slide. Choice 'invasive lobular carcinoma' maps directly to prototype P001 (histological type), while 'vascular invasion' maps to P007 (lymphovascular invasion). The other choices (benign changes, HER2 testing) are either too generic for a specific diagnosis or refer to a molecular assay not directly visible as a 'presence' on H&E in the same diagnostic category, making the selected prototypes a substantive partial match for the multi-faceted query.",True
