case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-E9-A1RA,what is the extent of the tumor?,"[""unknown"", ""localized"", ""invasive"", ""metastatic""]",nonvisual,none,[],[],0.0,"The question asks for the clinical extent of the tumor (localized vs metastatic), which requires macroscopic staging data (e.g., AJCC stage, lymph node status, distant metastasis) not assessable from local H&E morphology or the provided histological/molecular prototypes.",False
TCGA-BH-A0BT,what were the characteristics of the invasive ductal carcinoma in the breast segmental mastectomy?,"[""tumor measuring 2.0 cm."", ""ductal carcinoma with comedo necrosis."", ""presence of cribriform type."", ""all of the above.""]",nonvisual,none,[],[],0.0,"The question asks for specific macroscopic measurements (2.0 cm) and architectural subtypes (cribriform) that are not covered by the available WSI-derived morphology prototypes, which focus on general histological type, grade, and binary features like necrosis but lack specific size quantification or detailed architectural pattern classification.",False
TCGA-BH-A0BT,what is the result in the medial new margin?,"[""positive for tumor."", ""negative for tumor."", ""tumor size not mentione"", ""d: not applicable.""]",nonvisual,none,[],[],0.0,"The question asks for the status of a specific surgical margin ('medial new margin'), which is a macroscopic gross pathology finding or a documented report fact regarding tumor presence at the specimen edge, not a local H&E morphological feature assessable from WSI patches or covered by the provided histological/molecular prototypes.",False
TCGA-BH-A0HX,what is the nottingham grade for the ductal carcinoma in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the Nottingham grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between Grade 1, 2, and 3.",True
TCGA-BH-A0HX,what is the hormone receptor status of the tumor in the breast?,"[""estrogen receptor positive and progesterone receptor negative"", ""estrogen receptor negative and progesterone receptor positive"", ""estrogen receptor positive and progesterone receptor positive"", ""estrogen receptor negative and progesterone receptor negative""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"Prototypes P013 (ER_status_label) and P014 (PR_status_label) directly provide the binary positive/negative status for Estrogen and Progesterone receptors, which fully distinguishes all four choices in the MCQ.",True
TCGA-BH-A0HX,what is the grade of lobular carcinoma in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-BH-A0HX,what findings are mentioned in the breast?,"[""skin involvement and paget's disease"", ""columnar cell change and sclerosing adenosis"", ""fibroglandular changes and associated microcalcifications"", ""focal atypical ductal hyperplasia and atypical lobular hyperplasia""]",morphology_only,none,[],[],0.0,"The question asks for a specific list of benign or pre-malignant findings (Paget's, sclerosing adenosis, etc.) that are not covered by the available carcinoma-type or receptor prototypes, requiring local H&E morphology assessment.",True
TCGA-A8-A08Z,what is the diameter of the tumor?,"[""2.0 cm"", ""10.0 cm"", ""5.0 cm"", ""3.5 cm""]",nonvisual,none,[],[],0.0,"Tumor diameter is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-A8-A08Z,what is the classification of the tumor?,"[""nos, g ii, pt4bn3al1voro"", ""nos, g i, pt2n0m0"", ""nos, g iii, pt3an1m0"", ""nos, g iv, pt4an2m0""]",nonvisual,none,[],[],0.0,"The question asks for a specific TNM-based pathologic stage classification (e.g., pT4bN3aL1voro) which requires exact macroscopic measurements, nodal counts, and lymphovascular invasion status that cannot be resolved by local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A8-A08Z,what is the status of the dorsal resection margin?,"[""tumor-free"", ""invaded by tumor"", ""unidentified"", ""not mentioned""]",nonvisual,none,[],[],0.0,"Determining the status of a specific resection margin (tumor-free vs. invaded) is a global specimen assessment requiring macroscopic evaluation and microscopic review of the entire margin, which exceeds the scope of local H&E patches and available WSI-derived phenotype prototypes.",False
TCGA-A8-A08Z,what is the level of angioinvasion in the tumor?,"[""focal"", ""extensive"", ""no angioinvasion"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks for the specific level (focal vs. extensive) of angioinvasion, which requires a dedicated prototype covering angioinvasion extent; the provided catalog only contains a binary lymphovascular invasion label (P007) that cannot distinguish focal from extensive, and no other prototype covers this specific attribute.",False
TCGA-D8-A1JL,what is the final diagnosis of the patient's breast condition?,"[""mastopathy fibrosa et cystica and hyperplasia ductalis simplex."", ""sinus histiocytosis lymphonodorum and mastopathy fibrosa et cystica."", ""invasive ductal carcinoma of the right breast."", ""adenocarcinoma of the left breast.""]",nonvisual,none,[],[],0.0,"The question asks for the 'final diagnosis' which requires synthesizing specific benign entities (mastopathy fibrosa et cystica, hyperplasia ductalis simplex) and distinguishing laterality (right vs left breast) and exact pathological nomenclature that cannot be resolved by the available WSI-derived morphology prototypes (which cover carcinoma types, grades, and binary features like DCIS/LVI but not complex benign diagnoses or laterality).",False
TCGA-D8-A1JL,what was the size of the tumor found in the patient's breast?,"[""2.1 x 2.2 x 0.8 cm."", ""not mentioned in the slide."", ""3.5 x 3.5 x 1.2 cm."", ""1.5 x 1.5 x 0.5 cm.""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic measurement not assessable from H&E slide morphology or any available WSI-derived phenotype prototypes.,False
TCGA-D8-A1JL,which hormone receptors were found to be absent in the neoplastic cell nuclei?,"[""estrogen receptors."", ""progesterone receptors."", ""both estrogen and progesterone receptors."", ""both estrogen and her2 receptors.""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question asks for the status of estrogen and progesterone receptors, which are directly covered by the ER_status_label (P013) and PR_status_label (P014) prototypes.",True
TCGA-D8-A1JL,what is the type of breast cancer indicated by the examination?,"[""invasive lobular carcinoma."", ""ductal carcinoma in situ."", ""invasive ductal carcinoma."", ""metastatic carcinoma.""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal carcinoma in situ, invasive ductal carcinoma, invasive lobular carcinoma, and metastatic carcinoma.",True
TCGA-D8-A1JL,what type of lesion was found in the glandular tissue surrounding the tumor?,"[""fibroadenoma."", ""mastitis."", ""mastopathy fibrosa et cystica."", ""ductal hyperplasia.""]",morphology_only,none,[],[],0.0,"The question asks for the specific benign histologic diagnosis of surrounding glandular tissue (fibroadenoma, mastitis, mastopathy, or hyperplasia), which requires detailed assessment of stromal, epithelial, and inflammatory patterns not covered by the provided carcinoma-focused prototypes.",True
TCGA-B6-A0RO,what was the size of the mass in the medial portion of the specimen?,"[""1.5 cm"", ""2.5 cm"", ""3.5 cm"", ""4.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of a mass, which is a measured clinical fact or report-dependent dimension not derivable from WSI-derived morphological prototypes or local H&E patches.",False
TCGA-B6-A0RO,what is the histological type of the carcinoma?,"[""adenocarcinoma"", ""infiltrating ductal carcinoma"", ""intraductal carcinoma"", ""squamous cell carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the specific carcinoma types listed in the choices (infiltrating ductal carcinoma, intraductal carcinoma, etc.), allowing for a complete distinction among the options.",True
TCGA-B6-A0RO,what percentage of the carcinoma is comprised of intraductal carcinoma?,"[""less than 5%"", ""between 10-20%"", ""around 50%"", ""more than 90%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of intraductal carcinoma within the total carcinoma, which requires exact measurement or report documentation not covered by the available binary or categorical prototypes.",False
TCGA-B6-A0RO,was there any tumor seen in the deep surgical margin?,"[""yes"", ""no""]",nonvisual,none,[],[],0.0,"Determining the presence of tumor at the deep surgical margin requires knowledge of the specimen's gross boundaries and the specific location of the cut edge relative to the tumor, which is a macroscopic/pathology report fact not assessable from local H&E morphology patches or covered by the provided phenotype prototypes.",False
TCGA-B6-A0RO,what non-neoplastic changes were observed in the breast tissue?,"[""fibrosis"", ""hyperplasia"", ""apocrine metaplasia"", ""adenosis""]",morphology_only,none,[],[],0.0,"The question asks for specific non-neoplastic architectural and cellular changes (fibrosis, hyperplasia, apocrine metaplasia, adenosis) which are local H&E morphological features not covered by the provided carcinoma-focused prototypes.",True
TCGA-GM-A2D9,what is the size of the tumor?,"[""2.8 x 2.8 x 2.0 cm"", ""1.2 x 1.0 x 0.8 cm"", ""1.6 x 1.6 x 1.2 cm"", ""3.5 x 3.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-GM-A2D9,what is the nuclear grade of the invasive ductal carcinoma?,"[""modified black's nuclear grade 2"", ""modified black's nuclear grade 1"", ""modified black's nuclear grade 3"", ""modified black's nuclear grade 4""]",nonvisual,none,[],[],0.0,"The question asks for 'modified black's nuclear grade', which is a specific historical grading system not covered by the available prototypes (which provide Nottingham grade or generic 'histologic_grade_label' mapped to standard Grade 1/2/3), and since the specific assay/tool for this exact metric is unavailable, it falls under nonvisual.",False
TCGA-GM-A2D9,what percentage of the total tumor comprises focal intraductal carcinoma?,"[""less than 5%"", ""20%"", ""50%"", ""more than 5%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of tumor composition ('focal intraductal carcinoma'), which requires exact measurement or report documentation not covered by the available WSI-derived phenotype prototypes that only predict presence/absence or broad categories.",False
TCGA-GM-A2D9,are there any lymphatic/vascular invasions found in the slide?,"[""yes"", ""no"", ""not mentioned"", ""insufficient information""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question asks for the presence of lymphatic/vascular invasion, which is directly covered by the lymphovascular_invasion_label prototype (P007) distinguishing between negative and positive.",True
TCGA-GM-A2D9,what is the ki-67 proliferation index of the invasive carcinoma?,"[""5%"", ""10%"", ""15%"", ""20%""]",nonvisual,none,[],[],0.0,The Ki-67 proliferation index is a specific quantitative immunohistochemical assay result (percentage of positive nuclei) that cannot be derived from H&E morphology or the available WSI-derived phenotype prototypes which only predict binary or categorical status.,False
TCGA-A2-A0T6,what type of procedure did the patient have?,"[""bilateral simple mastectomy with sentinel node biopsy."", ""bilateral reconstruction surgery."", ""lumpectomy with radiation therapy."", ""none of the above.""]",nonvisual,none,[],[],0.0,"The question asks for the specific surgical procedure performed (e.g., mastectomy, lumpectomy), which is a clinical metadata fact regarding the extent of resection and cannot be determined from H&E morphology or the provided histological/molecular prototypes.",False
TCGA-A2-A0T6,in which breast did the slide find a benign sentinel node?,"[""right"", ""left"", ""both"", ""neither""]",nonvisual,none,[],[],0.0,"The question asks for the laterality (right/left/both/neither) of a benign sentinel node, which is a macroscopic specimen metadata fact or report finding not assessable from local H&E morphology or covered by any provided WSI-derived phenotype prototypes.",False
TCGA-A2-A0T6,what size was the benign sentinel node?,"[""7.0 cm"", ""2.5 x 1.0 x 1.0 cm"", ""irregular fibrous nodule"", ""smaller palpable nodules""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of a sentinel node, which is a measured clinical fact or report-dependent dimension not derivable from H&E morphology or the provided phenotype prototypes.",False
TCGA-A2-A0T6,what was found in the breast?,"[""benign sentinel node"", ""invasive breast cancer"", ""both a and b"", ""neither a nor b""]",nonvisual,none,[],[],0.0,The question asks for a macroscopic finding ('benign sentinel node') which is a gross pathology specimen fact not assessable from WSI-derived H&E morphology prototypes or local patches.,False
TCGA-A2-A0T6,what was the size of the irregular fibrous nodule found in the slide?,"[""7.0 cm"", ""2.5 x 1.0 x 1.0 cm"", ""benign sentinel node"", ""smaller palpable nodules""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of a nodule, which is a measured clinical fact or report-dependent dimension not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A2-A0T6,what does the slide suggest about the presence of breast cancer?,"[""there is no presence of breast cancer."", ""there is only the presence of breast cancer in the left breast."", ""there is only the presence of breast cancer in the right breast."", ""there is the presence of invasive breast cancer in both breasts.""]",nonvisual,none,[],[],0.0,"The question asks for laterality (left vs right breast) and bilateral involvement, which are macroscopic specimen attributes or report facts not assessable from local H&E morphology patches or covered by the provided WSI-derived phenotype prototypes.",False
TCGA-AQ-A7U7,what is the classification of the tumor?,"[""invasive lobular carcinoma"", ""ductal carcinoma"", ""fibroadenoma"", ""adenoid cystic carcinoma'""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the specific carcinoma types listed in the choices (infiltrating ductal/invasive ductal, infiltrating lobular/invasive lobular) and distinguishes them from benign entities like fibroadenoma and other carcinomas like adenoid cystic, allowing for a direct resolution of the classification question.",True
TCGA-AQ-A7U7,what is the histologic grade of the tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4'""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-AQ-A7U7,what is the size of the tumor?,"[""2.1 cm"", ""3.1 cm"", ""4.1 cm"", ""5.1 cm'""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-AQ-A7U7,is lymphovascular invasion present?,"[""yes"", ""no"", ""not mentioned"", ""unclear'""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,The lymphovascular_invasion_label prototype (P007) directly covers the binary distinction between negative and positive required to answer the question.,True
TCGA-AQ-A7U7,what additional condition is present along with invasive lobular carcinoma?,"[""ductal carcinoma in situ"", ""inflammatory breast cancer"", ""paget's disease of the nipple"", ""lobular carcinoma in situ'""]",phenotype_direct,direct,"[""P001"", ""P004"", ""P005""]","[""histological_type_label"", ""dcis_binary"", ""lcis_binary""]",0.95,"The question asks to identify a co-existing condition among specific carcinoma types (DCIS, LCIS, etc.) alongside invasive lobular carcinoma; the histological_type_label prototype directly distinguishes these specific entities, while dcis_binary and lcis_binary provide direct confirmation for the remaining options.",True
TCGA-AQ-A7U7,what is the stage of breast cancer for the patient?,"[""stage i a"", ""stage i b"", ""stage iia"", ""stage iib'""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question asks for the AJCC pathologic stage, which is directly covered by prototype P016 (ajcc_pathologic_stage) that distinguishes between Stage IA, IB, IIA, and IIB.",True
TCGA-AN-A0XS,what type of cancer does the patient have?,"[""melanoma"", ""leukemia"", ""breast cancer"", ""lung cancer""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly distinguishes breast carcinoma subtypes (ductal, lobular, etc.) from non-breast malignancies like melanoma, leukemia, and lung cancer, fully resolving the provided choices.",True
TCGA-AN-A0XS,what is the grade of the tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the tumor grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-AN-A0XS,what is the stage of the tumor?,"[""t1n0m0"", ""t2n1m0"", ""t3n1m1"", ""t4n2m1""]",nonvisual,none,[],[],0.0,"The question asks for the TNM stage (T1N0M0, etc.), which requires specific clinical measurements (tumor size, lymph node count, distant metastasis status) and AJCC staging rules that cannot be derived from local H&E morphology or the available WSI-derived phenotype prototypes.",False
TCGA-AN-A0XS,has any treatment been administered yet?,"[""yes"", ""no""]",nonvisual,none,[],[],0.0,Treatment administration is a clinical history and management fact not derivable from H&E morphology or WSI-derived phenotype prototypes.,False
TCGA-AN-A0XS,what type of carcinoma is the tumor?,"[""infiltrative ductal carcinoma"", ""squamous cell carcinoma"", ""adenocarcinoma"", ""neuroendocrine carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal, lobular, medullary, and other specific carcinoma types.",True
TCGA-AN-A0XS,what was obtained in addition to the tumor sample?,"[""abnormal blood sample"", ""normal blood sample"", ""bone marrow sample"", ""lymph node sample""]",nonvisual,none,[],[],0.0,"The question asks for the type of additional specimen obtained (e.g., blood, bone marrow, lymph node), which is a clinical procedural fact or report metadata not assessable from H&E morphology or covered by the provided histological/molecular prototypes.",False
TCGA-E9-A2JS,what type of tumor was identified in the breast specimen?,"[""lobular carcinoma"", ""invasive ductal carcinoma"", ""fibroadenoma"", ""benign cyst""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the specific carcinoma types (infiltrating ductal, infiltrating lobular) and benign entities (implied by 'other' or specific labels if present) listed in the choices, allowing for a direct distinction between malignant and benign diagnoses.",True
TCGA-E9-A2JS,what is the size of the tumor in the breast?,"[""2.4x0x2.8cm"", ""1.5x1.5cm"", ""3.2x2.6cm"", ""0.9x0.9cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-E9-A2JS,what is the histologic score for the tumor?,"[""nottingham histologic score is not determined"", ""low histologic score"", ""high histologic score"", ""moderate histologic score""]",phenotype_direct,direct,"[""P011""]","[""nottingham_total_score""]",1.0,"The Nottingham histologic score (low, intermediate, high) is directly covered by the nottingham_total_score prototype (P011), which distinguishes the exact categories in the choices.",True
TCGA-E9-A2JS,was there any evidence of neo-adjuvant treatment?,"[""no evidence of neo-adjuvant treatment"", ""evidence of neo-adjuvant treatment"", ""uncertain"", ""not mentioned""]",nonvisual,none,[],[],0.0,"Evidence of neo-adjuvant treatment is a clinical history or report fact regarding prior therapy, which cannot be inferred from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-BH-A0DK,what is the grade of the invasive ductal carcinoma in the patient's breast tissue?,"[""nottingham grade 2"", ""nottingham grade 1"", ""nottingham grade 3"", ""nottingham grade 0""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the Nottingham grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-BH-A0DK,what is the size of the invasive tumor in the patient's breast tissue?,"[""1.5 cm"", ""3 cm"", ""2.5 cm"", ""4 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-BH-A0DK,what type of changes are observed in the patient's breast tissue?,"[""fibrocystic changes only"", ""invasive ductal carcinoma only"", ""fibrocystic changes and invasive ductal carcinoma"", ""no changes observed""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The histological_type_label prototype (P001) directly covers the core semantic distinction between the carcinoma types and benign changes listed in the choices, allowing for a definitive resolution of the multiple-choice options.",True
TCGA-BH-A0DK,is there evidence of lymphovascular invasion in the patient's breast tissue?,"[""yes"", ""no"", ""unknown"", ""not mentioned""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,The lymphovascular_invasion_label prototype (P007) directly covers the binary distinction between negative and positive required to answer the question.,True
TCGA-C8-A8HR,what is the patient's age?,"[""46"", ""37"", ""52"", ""64""]",nonvisual,none,[],[],0.0,Patient age is a demographic metadata fact not derivable from H&E morphology or any available pathology prototype.,False
TCGA-C8-A8HR,what type of consent did the patient provide?,"[""informed consent"", ""implied consent"", ""verbal consent"", ""written consent""]",nonvisual,none,[],[],0.0,"The question asks for administrative/legal consent details (informed, implied, verbal, written) which are clinical report facts or metadata not derivable from H&E morphology or any provided pathology prototypes.",False
TCGA-C8-A8HR,what is the staging of the tumor?,"[""pt2 n2 mo stage a"", ""pt1 n0 mo stage b"", ""pt3 n1 mo stage b"", ""pt2 n2 mo stage b""]",nonvisual,none,[],[],0.0,"Tumor staging (pT, pN, M) requires precise measurements of tumor size, lymph node status, and distant metastasis which are clinical/pathology report facts or macroscopic findings not resolvable by local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-C8-A8HR,what does the pathological description indicate about the tumor?,"[""presence of a primary tumor with an extension"", ""presence of multiple tumors"", ""presence of a benign tumor"", ""absence of any tumor""]",nonvisual,none,[],[],0.0,"The question asks for a global pathological description regarding tumor presence and extension (multifocality vs single tumor), which represents a whole-specimen assessment not resolvable by local H&E morphology patches or the provided WSI-derived phenotype prototypes.",False
TCGA-C8-A8HR,who signed the slide?,"[""director of research pathology"", ""patient's primary care physician"", ""surgeon"", ""patient""]",nonvisual,none,[],[],0.0,"The question asks for administrative metadata (who signed the slide), which is a report-dependent fact not derivable from H&E morphology or any provided phenotype prototypes.",False
TCGA-E9-A22H,what was the size of the tumor in the patient's breast?,"[""2.7 x 2.7 x 2.5 cm"", ""3.0 x 3.0 x 3.0 cm"", ""2.0 x 2.0 x 2.0 cm"", ""2.5 x 2.5 x 2.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic measurement not assessable from H&E morphology or any available WSI-derived phenotype prototypes.,False
TCGA-E9-A22H,what type of breast cancer was identified in the patient?,"[""infiltrating ductal carcinoma"", ""lobular carcinoma"", ""medullary carcinoma"", ""ductal carcinoma in situ""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between the provided choices (IDC, ILC, Medullary, DCIS).",True
TCGA-E9-A22H,was the nottingham histologic score determined for the patient?,"[""no"", ""yes"", ""not mentioned"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question asks whether the Nottingham histologic score was 'determined' (a procedural/report fact), which requires verifying the existence of a documented clinical calculation or report entry rather than estimating the score from WSI morphology; all available prototypes are WSI-derived predictions and cannot confirm if a formal determination was made in the patient's record.",False
TCGA-E9-A22H,did the patient receive neo-adjuvant treatment?,"[""no"", ""yes"", ""not mentioned"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question asks about the patient's treatment history (neo-adjuvant therapy), which is a clinical fact or report metadata not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-E9-A22H,were there any additional pathologic findings slideed apart from breast cancer?,"[""no"", ""yes"", ""not mentioned"", ""insufficient information""]",morphology_only,none,[],[],0.0,"The question asks for a binary determination of 'additional pathologic findings' (e.g., benign lesions, inflammation, fibrosis) beyond the primary cancer, which is a broad morphological assessment not covered by the specific carcinoma-type or molecular prototypes provided.",True
TCGA-LL-A7T0,what was the size of the largest invasive carcinoma?,"[""2 cm"", ""2.8 cm"", ""3 cm"", ""2.2 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the largest invasive carcinoma, which is a measured clinical/specimen fact not derivable from WSI-derived morphological prototypes or local H&E patches.",False
TCGA-LL-A7T0,what was the depth of the closest margin for the invasive carcinoma?,"[""1 mm deep"", ""2 mm deep"", ""3 mm deep"", ""4 mm deep""]",nonvisual,none,[],[],0.0,"The question asks for a specific measured macroscopic distance (margin depth in mm), which is a report-dependent clinical fact or exact measurement not derivable from WSI-derived morphology prototypes or local H&E patches.",False
TCGA-LL-A7T0,what was the tumor grade based on the nottingham histologic score?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the tumor grade based on the Nottingham score, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between Grade 1, 2, and 3.",True
TCGA-LL-A7T0,what were the results of the estrogen receptor and progesterone receptor tests?,"[""negative"", ""positive"", ""unclear"", ""not tested""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"Prototypes P013 (ER_status_label) and P014 (PR_status_label) directly cover the binary positive/negative status requested in the question, matching the choice set.",True
TCGA-LL-A7T0,what were the results of the her2 test?,"[""negative"", ""positive"", ""unclear"", ""not tested""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question asks for the HER2 test result, which is directly covered by the HER2_status_label prototype (P015) that distinguishes between negative and positive statuses.",True
TCGA-C8-A135,what additional markers are mentioned in the slide?,"[""ca-125"", ""afp"", ""er, pr, and her-2/neu"", ""cea""]",nonvisual,none,[],[],0.0,"The question asks for specific additional markers (CA-125, AFP, CEA) which are not breast cancer diagnostic markers covered by the provided WSI-derived prototypes (ER, PR, HER2, histology, grade, etc.), and determining their presence requires external report data or specific assays not available in the visual phenotype space.",False
TCGA-C8-A135,what does the slide describe about the microscopic appearance of the tumor?,"[""the tumor size"", ""the tumor's shape"", ""the tumor's cellular differentiation"", ""the tumor's location""]",morphology_only,none,[],[],0.0,"The question asks for a general description of microscopic appearance, and the provided choices (size, shape, differentiation, location) are either macroscopic (size, location) or require specific architectural/nuclear detail (shape, differentiation) not covered by the available high-level phenotype prototypes like histological type or grade.",True
TCGA-C8-A135,what does the slide include information on?,"[""the patient's age"", ""the patient's gender"", ""the primary tumor, lymph nodes, and pathological staging"", ""the patient's symptom description""]",nonvisual,none,[],[],0.0,"The question asks for patient demographics (age, gender) and clinical staging details (lymph nodes, symptom description) which are metadata or clinical report facts not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-C8-A135,what are some features observed in the tumor?,"[""telangiectasis"", ""nuclear atypia"", ""adenocarcinoma"", ""inflammation""]",morphology_only,none,[],[],0.0,"The question asks for general morphological features (telangiectasis, nuclear atypia, inflammation) which are local H&E details not covered by the provided high-level phenotype prototypes (histological type, grade, receptor status).",True
TCGA-C8-A135,what are the comments or notes from the pathologist in the slide?,"[""no remarks were made"", ""the tumor is highly malignant"", ""recommendation for surgery"", ""the need for further tests""]",nonvisual,none,[],[],0.0,"The question asks for specific text comments or notes from the pathologist (e.g., recommendations, remarks), which are report-dependent metadata or narrative facts not derivable from H&E morphology or the provided phenotype prototypes.",False
TCGA-C8-A135,what is the histological diagnosis based on?,"[""radiographic imaging"", ""physical examination"", ""microscopic examination"", ""genetic testing""]",nonvisual,none,[],[],0.0,"The question asks for the general diagnostic basis (e.g., imaging vs. microscopy) rather than a specific morphological feature or molecular status assessable from the WSI, making it a metadata or procedural fact not covered by the provided phenotype prototypes.",False
TCGA-A8-A08L,what type of breast cancer does the patient have?,"[""ductal carcinoma in situ"", ""lobular carcinoma in situ"", ""invasive ductal carcinoma"", ""invasive lobular carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type among four distinct carcinoma categories (DCIS, LCIS, IDC, ILC), which is exactly covered by the single 'histological_type_label' prototype (P001) that distinguishes these specific labels.",True
TCGA-A8-A08L,what is the size of the tumor?,"[""2 cm"", ""4 cm"", ""6 cm"", ""8 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic measurement not assessable from H&E morphology or covered by any available WSI-derived phenotype prototypes.,False
TCGA-A8-A08L,how far has the tumor invaded?,"[""lymph vessels only"", ""up to the base of the nipple"", ""pectoral muscle only"", ""lymph vessels, up to the base of the nipple, and pectoral muscle""]",nonvisual,none,[],[],0.0,"The question asks for the specific macroscopic extent of invasion (lymph vessels, nipple base, pectoral muscle), which represents global specimen facts and distances not assessable from local H&E morphology or covered by the available WSI-derived phenotype prototypes.",False
